area,header,class,method,method_line,method_static,triage,priority,signature,note
modules/skottie,modules/skottie/include/Skottie.h,Animation,outPoint,160,no,real_gap,P1,double outPoint() const { return fOutPoint; },Phase 5: extend existing Skottie_Animation C API with remaining simple accessors
modules/skottie,modules/skottie/include/Skottie.h,Animation,version,160,no,real_gap,P1,const SkString& version() const { return fVersion; },Phase 5: extend existing Skottie_Animation C API with remaining simple accessors
modules/skottie,modules/skottie/include/Skottie.h,Animation,size,160,no,real_gap,P1,const SkSize& size() const { return fSize; },Phase 5: extend existing Skottie_Animation C API with remaining simple accessors
modules/skottie,modules/skottie/include/SkottieProperty.h,GlyphDecorator,onDecorate,50,no,na,P3,"virtual void onDecorate(SkCanvas*, const TextInfo&) = 0;",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,TextPropertyValue,operator==,55,no,false_positive,P0,bool operator==(const TextPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,TextPropertyValue,operator!=,55,no,false_positive,P0,bool operator!=(const TextPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator==,90,no,false_positive,P0,bool operator==(const TransformPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,TransformPropertyValue,operator!=,90,no,false_positive,P0,bool operator!=(const TransformPropertyValue& other) const;,C++ operator convenience should not be exposed directly; add named helper only if needed
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onColorProperty,143,no,na,P3,"virtual void onColorProperty (const char node_name[], const LazyHandle<ColorPropertyHandle>&);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onOpacityProperty,143,no,na,P3,"virtual void onOpacityProperty (const char node_name[], const LazyHandle<OpacityPropertyHandle>&);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onTextProperty,143,no,na,P3,"virtual void onTextProperty (const char node_name[], const LazyHandle<TextPropertyHandle>&);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onTransformProperty,143,no,na,P3,"virtual void onTransformProperty(const char node_name[], const LazyHandle<TransformPropertyHandle>&);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onEnterNode,143,no,na,P3,"virtual void onEnterNode(const char node_name[], NodeType node_type);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SkottieProperty.h,PropertyObserver,onLeavingNode,143,no,na,P3,"virtual void onLeavingNode(const char node_name[], NodeType node_type);",Phase 5 later/design: callback/subclass observer surface needs lifetime and registration design before binding
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,SlotManager,35,no,real_gap,P2,SlotManager(sk_sp<skottie::internal::SceneGraphRevalidator>);,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,~SlotManager,35,no,false_positive,P0,~SlotManager() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,setColorSlot,35,no,real_gap,P2,"bool setColorSlot(const SlotID&, SkColor);",Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,setImageSlot,35,no,real_gap,P2,"bool setImageSlot(const SlotID&, const sk_sp<skresources::ImageAsset>&);",Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,setScalarSlot,35,no,real_gap,P2,"bool setScalarSlot(const SlotID&, float);",Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,setVec2Slot,35,no,real_gap,P2,"bool setVec2Slot(const SlotID&, SkV2);",Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,setTextSlot,35,no,real_gap,P2,"bool setTextSlot(const SlotID&, const TextPropertyValue&);",Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getColorSlot,35,no,real_gap,P2,std::optional<SkColor> getColorSlot(const SlotID&) const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getImageSlot,35,no,real_gap,P2,sk_sp<const skresources::ImageAsset> getImageSlot(const SlotID&) const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getScalarSlot,35,no,real_gap,P2,std::optional<float> getScalarSlot(const SlotID&) const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getVec2Slot,35,no,real_gap,P2,std::optional<SkV2> getVec2Slot(const SlotID&) const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getTextSlot,35,no,real_gap,P2,std::optional<TextPropertyValue> getTextSlot(const SlotID&) const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/SlotManager.h,SlotManager,getSlotInfo,61,no,real_gap,P2,SlotInfo getSlotInfo() const;,Phase 5: slot get/set API is the next practical skottie extension after Animation
modules/skottie,modules/skottie/include/TextShaper.h,Shaper,Shape,158,yes,real_gap,P3,"static Result Shape(const SkString& text, const TextDesc& desc, const SkPoint& point, const sk_sp<SkFontMgr>&);",Phase 5 later: skottie text shaping helper depends on paragraph/shaper ownership rules
modules/skottie,modules/skottie/include/TextShaper.h,Shaper,Shape,158,yes,real_gap,P3,"static Result Shape(const SkString& text, const TextDesc& desc, const SkRect& box, const sk_sp<SkFontMgr>&);",Phase 5 later: skottie text shaping helper depends on paragraph/shaper ownership rules
modules/skresources,modules/skresources/include/SkResources.h,ImageAsset,isMultiFrame,21,no,real_gap,P2,virtual bool isMultiFrame() = 0;,Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ImageAsset,getFrame,21,no,real_gap,P2,virtual sk_sp<SkImage> getFrame(float t);,Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ImageAsset,getFrameData,50,no,real_gap,P2,virtual FrameData getFrameData(float t);,Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,MultiFrameImageAsset,Make,65,yes,real_gap,P2,"static sk_sp<MultiFrameImageAsset> Make(sk_sp<SkData>, ImageDecodeStrategy = ImageDecodeStrategy::kLazyDecode);",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,MultiFrameImageAsset,isMultiFrame,65,no,real_gap,P2,bool isMultiFrame() override;,Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,MultiFrameImageAsset,getFrame,65,no,real_gap,P2,sk_sp<SkImage> getFrame(float t) override;,Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ExternalTrackAsset,seek,87,no,na,P3,virtual void seek(float t) = 0;,Phase 5 later: resource callback/subclass detail; defer until provider ownership is designed
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,load,94,no,real_gap,P2,"virtual sk_sp<SkData> load(const char[] , const char[] ) const { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,loadImageAsset,94,no,real_gap,P2,"virtual sk_sp<ImageAsset> loadImageAsset(const char[] , const char[] , const char[] ) const { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,loadAudioAsset,94,no,real_gap,P2,"virtual sk_sp<ExternalTrackAsset> loadAudioAsset(const char[] , const char[] , const char[] ) { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,loadFont,94,no,real_gap,P2,"virtual sk_sp<SkData> loadFont(const char[] , const char[] ) const { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,ResourceProvider,loadTypeface,94,no,real_gap,P2,"virtual sk_sp<SkTypeface> loadTypeface(const char[] , const char[] ) const { return nullptr; }",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,FileResourceProvider,Make,129,yes,real_gap,P2,"static sk_sp<FileResourceProvider> Make(SkString base_dir, ImageDecodeStrategy = ImageDecodeStrategy::kLazyDecode);",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,FileResourceProvider,load,129,no,real_gap,P2,"sk_sp<SkData> load(const char resource_path[], const char resource_name[]) const override;",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,FileResourceProvider,loadImageAsset,129,no,real_gap,P2,"sk_sp<ImageAsset> loadImageAsset(const char[], const char[], const char[]) const override;",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,CachingResourceProvider,Make,161,yes,real_gap,P2,static sk_sp<CachingResourceProvider> Make(sk_sp<ResourceProvider> rp) { return rp ? sk_sp<CachingResourceProvider>(new CachingResourceProvider(std::move(rp))) : nullptr; },Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/skresources,modules/skresources/include/SkResources.h,DataURIResourceProviderProxy,Make,179,yes,real_gap,P2,"static sk_sp<DataURIResourceProviderProxy> Make( sk_sp<ResourceProvider> rp, ImageDecodeStrategy = ImageDecodeStrategy::kLazyDecode, sk_sp<const SkFontMgr> fontMgr = nullptr);",Phase 5: resource/image asset provider API needed by skottie and SVG loading
modules/sksg,modules/sksg/include/SkSGClipEffect.h,ClipEffect,Make,11,yes,real_gap,P3,"static sk_sp<ClipEffect> Make(sk_sp<RenderNode> child, sk_sp<GeometryNode> clip, bool aa = false, bool force_clip = false) { return (child && clip) ? sk_sp<ClipEffect>(new ClipEffect(std::move(child), std::move(clip), aa, force_clip)) : nul",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGClipEffect.h,ClipEffect,~ClipEffect,11,no,false_positive,P0,~ClipEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ExternalColorFilter,Make,33,yes,real_gap,P3,static sk_sp<ExternalColorFilter> Make(sk_sp<RenderNode> child);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ExternalColorFilter,~ExternalColorFilter,33,no,false_positive,P0,~ExternalColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ModeColorFilter,~ModeColorFilter,53,no,false_positive,P0,~ModeColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,ModeColorFilter,Make,53,yes,real_gap,P3,"static sk_sp<ModeColorFilter> Make(sk_sp<RenderNode> child, sk_sp<Color> color, SkBlendMode mode);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,~GradientColorFilter,74,no,false_positive,P0,~GradientColorFilter() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,Make,74,yes,real_gap,P3,"static sk_sp<GradientColorFilter> Make(sk_sp<RenderNode> child, sk_sp<Color> c0, sk_sp<Color> c1);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGColorFilter.h,GradientColorFilter,Make,74,yes,real_gap,P3,"static sk_sp<GradientColorFilter> Make(sk_sp<RenderNode> child, std::vector<sk_sp<Color>>);",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGDraw.h,Draw,Make,11,yes,real_gap,P3,"static sk_sp<Draw> Make(sk_sp<GeometryNode> geo, sk_sp<PaintNode> paint) { return (geo && paint) ? sk_sp<Draw>(new Draw(std::move(geo), std::move(paint))) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,TrimEffect,Make,35,yes,real_gap,P3,static sk_sp<TrimEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<TrimEffect>(new TrimEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,TrimEffect,onRevalidateEffect,35,no,na,P3,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,Make,58,yes,real_gap,P3,"static sk_sp<GeometryTransform> Make(sk_sp<GeometryNode> child, sk_sp<Transform> transform) { return child && transform ? sk_sp<GeometryTransform>(new GeometryTransform(std::move(child), std::move(transform))) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,~GeometryTransform,58,no,false_positive,P0,~GeometryTransform() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,GeometryTransform,getTransform,58,no,real_gap,P3,const sk_sp<Transform>& getTransform() const { return fTransform; },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,DashEffect,Make,82,yes,real_gap,P3,static sk_sp<DashEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<DashEffect>(new DashEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,DashEffect,onRevalidateEffect,82,no,na,P3,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,RoundEffect,Make,103,yes,real_gap,P3,static sk_sp<RoundEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<RoundEffect>(new RoundEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,RoundEffect,onRevalidateEffect,103,no,na,P3,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,OffsetEffect,Make,122,yes,real_gap,P3,static sk_sp<OffsetEffect> Make(sk_sp<GeometryNode> child) { return child ? sk_sp<OffsetEffect>(new OffsetEffect(std::move(child))) : nullptr; },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryEffect.h,OffsetEffect,onRevalidateEffect,122,no,na,P3,SkPath onRevalidateEffect(const sk_sp<GeometryNode>&) override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,clip,13,no,real_gap,P3,"void clip(SkCanvas*, bool antiAlias) const;",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,draw,13,no,real_gap,P3,"void draw(SkCanvas*, const SkPaint&) const;",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,contains,13,no,real_gap,P3,bool contains(const SkPoint&) const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGeometryNode.h,GeometryNode,asPath,13,no,real_gap,P3,SkPath asPath() const;,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGradient.h,Gradient,onMakeShader,23,no,na,P3,"virtual sk_sp<SkShader> onMakeShader(const std::vector<SkColor4f>& colors, const std::vector<SkScalar >& positions) const = 0;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGGradient.h,LinearGradient,Make,44,yes,real_gap,P3,static sk_sp<LinearGradient> Make() { return sk_sp<LinearGradient>(new LinearGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGradient.h,RadialGradient,Make,66,yes,real_gap,P3,static sk_sp<RadialGradient> Make() { return sk_sp<RadialGradient>(new RadialGradient()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,real_gap,P3,static sk_sp<Group> Make() { return sk_sp<Group>(new Group(std::vector<sk_sp<RenderNode>>())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,Make,10,yes,real_gap,P3,static sk_sp<Group> Make(std::vector<sk_sp<RenderNode>> children) { return sk_sp<Group>(new Group(std::move(children))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,addChild,10,no,real_gap,P3,void addChild(sk_sp<RenderNode>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,removeChild,10,no,real_gap,P3,void removeChild(const sk_sp<RenderNode>&);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,size,10,no,real_gap,P3,size_t size() const { return fChildren.size(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,empty,10,no,real_gap,P3,bool empty() const { return fChildren.empty(); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGGroup.h,Group,clear,10,no,real_gap,P3,void clear();,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,Make,12,yes,real_gap,P3,static sk_sp<Image> Make(sk_sp<SkImage> image) { return sk_sp<Image>(new Image(std::move(image))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRender,12,no,na,P3,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onNodeAt,12,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGImage.h,Image,onRevalidate,12,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,InvalidationController,13,no,na,P3,InvalidationController();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,inval,13,no,na,P3,"void inval(const SkRect&, const SkMatrix& ctm = SkMatrix::I());",Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,bounds,13,no,na,P3,const SkRect& bounds() const { return fBounds; },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,begin,13,no,na,P3,auto begin() const { return fRects.cbegin(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,end,13,no,na,P3,auto end() const { return fRects.cend(); },Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGInvalidationController.h,InvalidationController,reset,13,no,na,P3,void reset();,Phase 5 later/internal: invalidation plumbing is not first-level public C ABI
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,Make,16,yes,real_gap,P3,"static sk_sp<MaskEffect> Make(sk_sp<RenderNode> child, sk_sp<RenderNode> mask, Mode mode = Mode::kAlphaNormal) { return (child && mask) ? sk_sp<MaskEffect>(new MaskEffect(std::move(child), std::move(mask), mode)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMaskEffect.h,MaskEffect,~MaskEffect,16,no,false_positive,P0,~MaskEffect() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,Make,31,yes,real_gap,P3,static sk_sp<Merge> Make(std::vector<Rec>&& recs) { return sk_sp<Merge>(new Merge(std::move(recs))); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGMerge.h,Merge,~Merge,31,no,false_positive,P0,~Merge() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGNode.h,Node,revalidate,16,no,real_gap,P3,"const SkRect& revalidate(InvalidationController*, const SkMatrix&);",Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGNode.h,Node,invalidate,16,no,real_gap,P3,void invalidate(bool damage = true);,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,Make,9,yes,real_gap,P3,"static sk_sp<OpacityEffect> Make(sk_sp<RenderNode> child, float opacity = 1) { return child ? sk_sp<OpacityEffect>(new OpacityEffect(std::move(child), opacity)) : nullptr; }",Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRender,9,no,na,P3,"void onRender(SkCanvas*, const RenderContext*) const override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onNodeAt,9,no,na,P3,const RenderNode* onNodeAt(const SkPoint&) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGOpacityEffect.h,OpacityEffect,onRevalidate,9,no,na,P3,"SkRect onRevalidate(InvalidationController*, const SkMatrix&) override;",Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,makePaint,17,no,real_gap,P3,SkPaint makePaint() const;,Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPaint.h,PaintNode,onApplyToPaint,17,no,na,P3,virtual void onApplyToPaint(SkPaint*) const = 0;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,Make,49,yes,real_gap,P3,static sk_sp<Color> Make(SkColor c);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPaint.h,Color,onApplyToPaint,49,no,na,P3,void onApplyToPaint(SkPaint*) const override;,Phase 5 later/internal: SceneGraph virtual hook should not be exposed directly
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,~ShaderPaint,69,no,false_positive,P0,~ShaderPaint() override;,destructor/lifetime should be represented by wrapper release/delete API
modules/sksg,modules/sksg/include/SkSGPaint.h,ShaderPaint,Make,69,yes,real_gap,P3,static sk_sp<ShaderPaint> Make(sk_sp<Shader>);,Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,real_gap,P3,static sk_sp<Path> Make() { return sk_sp<Path>(new Path(SkPath())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,Make,13,yes,real_gap,P3,static sk_sp<Path> Make(const SkPath& r) { return sk_sp<Path>(new Path(r)); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGPath.h,Path,setFillType,13,no,real_gap,P3,void setFillType(SkPathFillType fillType) { if (fillType != fPath.getFillType()) { fPath.setFillType(fillType); this->invalidate(); } },Phase 5 later: sksg public API candidate pending graph ownership design
modules/sksg,modules/sksg/include/SkSGPlane.h,Plane,Make,12,yes,real_gap,P3,static sk_sp<Plane> Make() { return sk_sp<Plane>(new Plane()); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
modules/sksg,modules/sksg/include/SkSGRect.h,Rect,Make,15,yes,real_gap,P3,static sk_sp<Rect> Make() { return sk_sp<Rect>(new Rect(SkRect::MakeEmpty())); },Phase 5 later: sksg node/effect API candidate after graph ownership model is defined
